"Genus","LDD0R1","LDD0R2","LDD0R3","LDD10CF70R1","LDD10CF70R2","LDD10CF70R3","LDD10MHPR1","LDD10MHPR2","LDD10MHPR3","LDD10MLPR1","LDD10MLPR2","LDD10MLPR3","LDD10MR1","LDD10MR2","LDD10MR3","LDD10NUSR1","LDD10NUSR2","LDD10NUSR3","LDD10OKAR1","LDD10OKAR2","LDD10OKAR3","LDD10PKMR1","LDD10PKMR2","LDD10PKMR3","LDD10PR1","LDD10PR2","LDD10PR3","LDD10RIBR1","LDD10RIBR2","LDD10RIBR3","LDD10SBMR1","LDD10SBMR2","LDD10SBMR3","LDD5CF70R1","LDD5CF70R2","LDD5CF70R3","LDD5MHPR1","LDD5MHPR2","LDD5MHPR3","LDD5MLPR1","LDD5MLPR2","LDD5MLPR3","LDD5MR1","LDD5MR2","LDD5MR3","LDD5NUSR1","LDD5NUSR2","LDD5NUSR3","LDD5OKAR1","LDD5OKAR2","LDD5OKAR3","LDD5PKMR1","LDD5PKMR2","LDD5PKMR3","LDD5PR1","LDD5PR2","LDD5PR3","LDD5RIBR1","LDD5RIBR2","LDD5RIBR3","LDD5SBMR1","LDD5SBMR2","LDD5SBMR3","WTD0R1","WTD0R2","WTD0R3","WTD10CF70R1","WTD10CF70R2","WTD10CF70R3","WTD10MHPR1","WTD10MHPR2","WTD10MHPR3","WTD10MLPR1","WTD10MLPR2","WTD10MLPR3","WTD10MR1","WTD10MR2","WTD10MR3","WTD10NUSR1","WTD10NUSR2","WTD10NUSR3","WTD10OKAR1","WTD10OKAR2","WTD10OKAR3","WTD10PKMR1","WTD10PKMR2","WTD10PKMR3","WTD10PR1","WTD10PR2","WTD10PR3","WTD10RIBR1","WTD10RIBR2","WTD10RIBR3","WTD10SBMR1","WTD10SBMR2","WTD10SBMR3","WTD5CF70R2","WTD5CF70R3","WTD5MHPR1","WTD5MHPR2","WTD5MHPR3","WTD5MLPR1","WTD5MLPR2","WTD5MLPR3","WTD5MR1","WTD5MR2","WTD5MR3","WTD5NUSR1","WTD5NUSR2","WTD5NUSR3","WTD5OKAR1","WTD5OKAR2","WTD5OKAR3","WTD5PKMR1","WTD5PKMR2","WTD5PKMR3","WTD5PR1","WTD5PR2","WTD5PR3","WTD5RIBR1","WTD5RIBR2","WTD5RIBR3","WTD5SBMR1","WTD5SBMR2","WTD5SBMR3"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Dysgonomonas",0.001128944,0,0,0.003405261,0.000959616,0.001448725,0.001875782,0.029791135,0.000761083,0.103932135,0.177186799,0.236905208,0.000864366,0.001735332,0.001420238,0,0.001980092,0.000903342,0.0018568,0.101697852,0,0.022963914,0.052006089,0.017521523,0.201529312,0.146848138,0.205612903,0.034935082,0.064319309,0.003415884,0.001581146,0.002164322,0.001632132,0,0,0.000193132,0.000399776,0.000334569,0.000403327,0.003613652,0.003733597,0.026031183,0.000586212,0.000435611,0.000893023,0,0,0.000253582,0.000452372,0.000178272,0.000403701,0,0.000267049,0,0.032859769,0.078417807,0.085291432,0,0.000441712,0.000411169,0,0.000425532,0,0,0,0,0.064770139,0.006328031,0.018008727,0.001579779,0.001901944,0.003591585,0.17618114,0.210511396,0.182736904,0.00128117,0.004601227,0.001445672,0.000958926,0.001326584,0.001486263,0.052647743,0.004861878,0.021649206,0.043869422,0.097836538,0.003048974,0.188228081,0.04133844,0.115113849,0.069758189,0.008976137,0.02467744,0.001021605,0.001616728,0.001227528,0,0,0,0,0,0.058331499,0.054222853,0.051864355,0.000386482,0.002327103,0,0,0,0.010526316,0,0,0,0,0,0.000122749,0.018769968,0.019674267,0.019505557,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__",0,0,0,0.002362834,0.010795682,0.000448415,0,0,0,0,0.00032041,0,0.000216092,0,0,0,0,0,0.011503102,0.015881266,0,0,0,0.001364132,0,0,0,0.004863249,0,0.000616757,0,0,0,0.000536733,0,0,0,0.000111523,0,0.000312291,0,0.000102351,0,0.000435611,0,0,0,0.000253582,0,0.000606125,0.000100925,0,0,0,0.003576801,0,0.000192206,0.000254388,0.000110428,0,0,0.000283688,0.161435421,0,0,0,0.014166056,0.001368223,0.023165411,0,0,0,0,0,0,9.37441e-05,0,0.000346961,0.00058601,0,0,0.012503839,0.001104972,0.005876213,0.000334243,0,0,0,0,0,0.001989302,0,0,0.000983768,0.000269455,0.003840976,0,0.000262651,0,0,0,0,0,0,0,0,0,0,0,0.001503759,0,0,0,0,0.000215034,0,0,0,0,0,0.000730055,0,0.016637857,0.003076627,0.009911657
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Myroides",0.000213584,0,0,0.021300254,0.001679328,0.007726536,0,0,0,0.000960359,0.009291894,0.001985762,0.000288122,0,0,0,0,0,0.088311218,0.016227766,0.010533118,0.010649931,0.007317193,0.052412999,0.001291419,0.000716332,0,0.00646946,0.021482141,0.000853971,0,0.000277477,0,0,0,0,0.000479731,0.000195165,0,0.024626366,0,0,0.000390808,0,0.000372093,0,0.000393097,0,0,0.00410026,0,0.00044457,0,0.000153628,0.110646833,0,0.001297391,0,0.000184047,0,0,0,0.000247145,0,0,0,0.00196858,0.010090645,0,0,0,0.000513084,0.000115327,0,0.001074061,0,0,0,0,0,0.000212323,0.059272584,0.010939227,0.046971044,0.018049134,0.000721154,0.030807343,0.000255467,0,0.000329997,0,0.038203313,0.016159339,0,0,0,0,0,0,0,0,0,0,0.000613779,0,0,0,0,0,0.001754386,0,0,0,0,0,0,0,0,0,0,0,0.000321844,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__.Weeksellaceae..g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003347316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300852,0.001714544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__.Weeksellaceae..g__Chryseobacterium",0,0,0,0,0,0.000413922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022772559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064178,0,0,0,0,0,0,0,0.001780717,0,0,0,0,0,0,0,0.000188318,0,0,0.000198334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003766026,0,0,0,0,0,0,0,0,0,0,0.000355844,0,0.000227221,0.000242963,0,0.000165089,0.000709723,0,0.000515309,0.001890772,0.000755929,0,0,0.018796992,0,0,0.00024841,0.000343672,0,0.066266856,0,0.002149837,0,0.000777739,0.001255694,0.000386212,0.000518583,0,0
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__.Weeksellaceae..g__Elizabethkingia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002756892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__.Weeksellaceae..g__Wautersiella",0,0,0,0.001980611,0.006397441,0.012797075,0.000277894,0.0005238,0.000539101,0.000480179,0.00032041,0.000487074,0.000576244,0.000568471,0.000557951,0.000749705,0.000321096,0.00052695,0,0,0.000323102,0.014405934,0.019790797,0.021007639,0.000611725,0.000537249,0.000451613,0.043992326,0.120672853,0.002751684,0.000477327,0.00036072,0.000567698,0.001811473,0.007094486,0.001622311,0,0,0,0,0.000164718,0,0,0,0.000223256,0,0.000157239,0,0.002455732,0.012443399,0.000605551,0,0,0.000345662,0.024101621,0.005594826,0,0,0.007840395,0.00037379,0.00183837,0.002742317,0,0.001208121,0.000929706,0.000502181,0.006253136,0.003591585,0.000674336,0,0,0,0.000153769,0,0,0,0.001342025,0,0.000532737,0,0.000254788,0.000153556,0,0.000425252,0.016879282,0.000801282,0,0,0,0.000384996,0.034702268,0.04962417,0.097958161,0,0.000242509,0,0.000474458,0.001400805,0.000977051,0.000728888,0.001193317,0,0.000425834,0.001074114,0.003392451,0.011999127,0.0032127,0.001591343,0.001518987,0.053132832,0.160575517,0.032391392,0.12157194,0.000544148,0.000645102,0.028407596,0.001198083,0.003061889,0.002381492,0.001901141,0.010541993,0.001705771,0.160328436,0.006633978,0.038461538
"k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007565523,0,0.003649345,0,0,0,0,0,0,0,0,0,0,0,0,0.001601369,0,0.016739475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__",0,0,0,0,0,0,0,0,0,0,0.00096123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Sphingobacterium",0.000671264,0,0,0.005177386,0.008556577,0.003138905,0,0.0010476,0,0.00032012,0.017836164,0.007193706,0.001008428,0.000957425,0.00126807,0,0,0.001731406,0,0.06000231,0.001098546,0.115722912,0.112802632,0.163362435,0.000747664,0.001119269,0.001451613,0.111988578,0.044913351,0.277066135,0,0,0,0.001207648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169055,0,0.001105288,0,0,0,0,0.002874812,0.000360957,0,0.001780717,0,0,0.000735348,0.006572104,0,0,0,0.000251091,0.008144517,0.002736446,0.021142404,0,0.001056636,0.000923551,0.000730404,0.000850437,0.000829957,0.000468721,0.002492331,0,0.001225294,0.000768022,0.000891758,0.158996183,0.006629834,0.091699849,0.061974263,0.010496795,0.108619704,0.000919681,0,0.000879991,0.018257371,0.042472451,0.027558562,0,0.000538909,0.000791954,0,0,0,0,0,0,0,0,0.002190063,0,0,0,0.001350211,0.025313283,0.001538817,0,0.000943959,0,0.000798698,0.035579638,0,0,0.000907235,0.001641894,0.032823268,0.009301278,0.001253241,0.000865301,0.000646412
"k__Bacteria.p__Bacteroidetes.c__.Saprospirae..o__.Saprospirales..f__Chitinophagaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022275641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__",0.000122048,0.000183058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.__.__.__.__",0,0,0,0,0,0,0,0,0,0.00032012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.__.__",0.001128944,0.002928928,0.003157982,0.001772126,0.001679328,0.000965817,0.000764207,0.000851175,0.000951354,0.058635224,0.048915946,0.045410266,0.000432183,0.001077103,0.000710119,0,0.001498448,0,0.001585073,0.064564565,0.004329564,0.001331241,0.002553651,0.000818479,0.009175871,0.016654728,0.006645161,0.001249275,0.001398246,0.001186071,0.01646778,0.017814035,0.014015044,0.003086213,0.00290229,0.002974236,0.001878948,0.001672847,0.001814974,0.239393263,0.158238621,0.161782266,0.002774738,0.002559216,0.001897674,0.002225048,0.002594442,0.002282237,0.00213261,0.037080615,0.002724979,0.00258659,0.002436826,0.002227599,0.013939495,0.018348624,0.029791937,0.003179852,0.003276033,0.003551004,0.021766306,0.014468085,0.008699521,0.000265197,0,0,0.002547574,0,0,0,0,0,0.026332987,0,0.016403847,0.000437473,0,0,0,0,0.000467111,0.034221033,0.006961326,0.035489233,0.000334243,0,0,0.002350296,0.01286406,0,0,0,0,0.005789095,0.003017892,0.001702701,0.000474458,0,0,0.000104127,0,0.053984151,0.033924769,0.068436397,0,0,0,0,0,0,0.004424098,0,0.001490461,0.000343672,0,0.000227962,0.004992013,0.022149837,0.002608301,0,0.000292022,0.000418397,0.005012965,0.000576868,0.00140056
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.__",0,0,0,0,0,0,0,0,0,0.000293443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001811893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000887927,0,0,0,0,0,0,0,0.000981486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000643233,0.001589782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus",0.056508208,0.065626287,0.055056927,0.002223844,0,0,0,0.000851175,0.00123676,0.019020434,0.005286767,0.001311353,0,0,0,0.003213023,0.00187306,0.003312255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003264263,0.004092586,0,0.000695276,0.000479731,0.000529735,0,0.006424269,0.012408719,0.023335949,0,0.000707868,0.000595349,0,0.001139982,0.002282237,0,0,0,0.001131633,0.001001435,0.002189192,0.000668561,0,0,0.000932757,0.002392609,0.002691287,0,0,0.00163116,0.222883578,0.480941024,0.350773673,0,0,0.000952003,0.005529226,0.001584954,0.030938943,0.005612578,0,0.001171703,0.001156178,0,0,0.013851153,0.008762437,0.007601172,0.000350985,0,0,0.001141998,0.001362179,0.002350251,0.001941549,0.00303534,0.000769992,0,0.001058162,0,0,0,0.000791954,0.005812115,0.005865873,0.004158146,0.003227934,0.006452753,0.008034339,0.004826118,0.005524014,0.009662043,0.006108647,0.006992346,0.006365372,0.011983122,0.009022556,0.003269985,0.004357788,0.002782194,0.005727869,0.006850367,0.004454031,0.00379393,0.004560261,0.002608301,0.008295887,0.012702955,0.007595507,0.002808989,0.003268916,0.003447533
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Natronobacillus",0.000884848,0,0,0.000833941,0.001119552,0.000758856,0,0.00091665,0.000507389,0.012137865,0.008010253,0.105058074,0.000576244,0.000987344,0,0,0.001123836,0.000903342,0.001222771,0.016516517,0.001163166,0,0.001178608,0.000727537,0.002480884,0.001432665,0.013774194,0.000803105,0.000932164,0.000759085,0.015095465,0.026166098,0.058366449,0,0,0,0,0,0,0.00298907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099167,0,0,0.000872242,0.032253104,0,0.001611092,0.000624961,0,0.000983057,0,0.000977483,0.000806828,0.000789716,0.002651934,0.003363359,0.000501365,0.000641026,0.000698723,0.001021868,0.00108405,0,0,0.000693279,0,0.06175035,0.071647984,0.04177556,0,0,0,0,0,0,0,0.001074114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Virgibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004851005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285175,0.002099448,0.003054084,0,0,0,0,0,0,0,0,0,0.001627001,0.000323346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001754777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.g__Ammoniphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000624637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001277093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.g__Brevibacillus",0,0,0,0,0,0,0,0,0,0.003521315,0.005286767,0,0,0,0,0,0,0,0,0,0,0.022298293,0.014978147,0.007184431,0.005437553,0.012491046,0.002225806,0,0,0,0,0,0,0,0,0,0,0,0,0.000758421,0.008949651,0.003514039,0,0,0,0,0,0,0,0,0,0,0,0,0.001871971,0.007820725,0.00221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153769,0,0,0,0,0,0,0,0,0,0,0,0.019246839,0,0,0.001686082,0.00332442,0.002364976,0,0,0,0,0,0,0,0,0,0,0,0.000660357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004364821,0.00283511,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.g__Paenibacillus",0.003600415,0.004530685,0.003698163,0.003856979,0.004238305,0.003173399,0.002917882,0.001636876,0.002473521,0.110761351,0.116255474,0.023716748,0.002593099,0.002962032,0.001115902,0.003105923,0.00294338,0,0.003351297,0.017671518,0.002584814,0.02324918,0.009870844,0.006972232,0.234936279,0.3720899,0.092806452,0.00102619,0.002796492,0.002324699,0.003788783,0.004661617,0.004328697,0.004897685,0.002579813,0.004055777,0.003078276,0.002341986,0.002772876,0.071246933,0.143963103,0.100371874,0.003204627,0.003267084,0.001339535,0.002860776,0.003852353,0.003761464,0.003360476,0.00377937,0.003801514,0.003152407,0.003304737,0.003379806,0.1827177,0.31872462,0.153812887,0.004112609,0.004822027,0.003999551,0.004412089,0.00141844,0.002866887,0.001502785,0.00121266,0.001600703,0.002779172,0.002052335,0.00210234,0.002369668,0.002430262,0.001795793,0.110060354,0.001020524,0.111262999,0.00256234,0.002108896,0.002833516,0.001917852,0.001640775,0.00237802,0.031544773,0.004530387,0.018053891,0.054342376,0.003365385,0.001715048,0.218679747,0.270940233,0.088439116,0.001900889,0.001897395,0.002129525,0.002837792,0.002829274,0.002415459,0.001225684,0.001575906,0.001136105,0.000798306,0.001104924,0.157274928,0.191483322,0.272057695,0.001545927,0.000872664,0.00160635,0,0.001518987,0,0.00088482,0.001168067,0.000894277,0.001288771,0.001535957,0.00126256,0.211861022,0.245602606,0.256520753,0.001555479,0.001401705,0.001577033,0.001166811,0.001153735,0.001723766
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.__",0,0,0,0,0,0,0,0,0,0.002400896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001665251,0.001880372,0.000580645,0,0,0,0.00924821,5.54954e-05,0.000887028,0,0,0,0,0,0,0.009636404,0.027233295,0.048343625,0.000508051,0,0,0,0,0,0,0,0.000470984,0,0.000433955,0,0.004479358,0.006767935,0.012877805,0.000593572,0,0,0.003897345,0.000567376,0,0,0,0,0,0,0,0,0,0,0.001960558,0,0,0,0,0,0,0,0,0.000658097,0,0,0,0,0,0.012620069,0.00758835,0,0,0,0,0.020810473,0,0,0,0,0,0,0,0.040116663,0.010645848,0.036826761,0,0,0,0,0,0,0,0,0,0,0,0,0.048322684,0.023127036,0.011000227,0,0,0,0.025496975,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Lysinibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277477,0,0,0,0,0,0,0,0.000267678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Rummeliibacillus",0.000640752,0,0,0.000868689,0.007836865,0.035045359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007854008,0,0,0,0,0,0,0,0.000758488,0.00271175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003715911,0.021463971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001473318,0,0.001632089,0.026324931,0.003762613,0.112058707,0,0,0,0,0,0,0.000593713,0,0,0,0.000698202,0,0,0,0.000695867,0,0,0,0,0,0,0.000707307,0,0.002505324,0,0,0,0.002016448,0,0.000613497,0.001145396,0.000928136,0,0,0,0.001545927,0.001527162,0,0,0,0.009774436,0.098330384,0.011815445,0.154113672,0.00131741,0,0.001209953,0,0,0,0,0.001314099,0.001062084,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Sporosarcina",0.00045768,0,0,0,0,0,0,0,0,0.000586886,0,0,0,0,0,0,0,0,0.035777365,0.001386001,0.004264943,0,0,0,0,0,0,0,0,0,0.001073986,0.002441799,0,0,0,0,0,0,0,0,0,0.000750571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461775,0,0,0.005858517,0.000437473,0,0,0,0,0,0.011582503,0.008618785,0.015270422,0.00030639,0.001121795,0.000508162,0,0,0,0,0,0,0.00817284,0.004769347,0.000950344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae.g__Sporolactobacillus",0,0,0,0,0,0,0,0,0,0.001253801,0.002082666,0,0,0,0,0,0,0,0,0,0,0.000570532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329435,0.002047013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009377117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000943959,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__",0,0,0,0,0,0,0,0,0,0.001387185,0.002563281,0.00161109,0,0,0,0,0,0,0.003758888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000614224,0.004751381,0.000734527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
